cwe_id,name,weakness_abstraction,status,description,extended_description,background_details,comments
CWE-740,CERT C Secure Coding Standard (2008) Chapter 7 - Arrays (ARR),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the Arrays (ARR) chapter of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the Characters and Strings (STR) chapter of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the Memory Management (MEM) chapter of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the Input Output (FIO) chapter of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the Environment (ENV) chapter of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-745,CERT C Secure Coding Standard (2008) Chapter 12 - Signals (SIG),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the Signals (SIG) chapter of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the Error Handling (ERR) chapter of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the Miscellaneous (MSC) chapter of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-748,CERT C Secure Coding Standard (2008) Appendix - POSIX (POS),NULL,Obsolete,Weaknesses in this category are related to the rules and recommendations in the POSIX (POS) appendix of the CERT C Secure Coding Standard (2008).,NULL,NULL,NULL
CWE-749,Exposed Dangerous Method or Function,Base,Incomplete,"The software provides an Applications Programming Interface (API) or similar interface for interaction with external actors, but the interface includes a dangerous method or function that is not properly restricted.","This weakness can lead to a wide variety of resultant weaknesses, depending on the behavior of the exposed method. It can apply to any number of technologies and approaches, such as ActiveX controls, Java functions, IOCTLs, and so on.
            The exposure can occur in a few different ways:
            
               1) The function/method was never intended to be exposed to outside actors.
               2) The function/method was only intended to be accessible to a limited set of actors, such as Internet-based access from a single web site.",NULL,NULL
CWE-75,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),Class,Draft,The software does not adequately filter user-controlled input for special elements with control implications.,NULL,NULL,NULL
CWE-751,2009 Top 25 - Insecure Interaction Between Components,NULL,Obsolete,"Weaknesses in this category are listed in the ""Insecure Interaction Between Components"" section of the 2009 CWE/SANS Top 25 Programming Errors.",NULL,NULL,NULL
CWE-752,2009 Top 25 - Risky Resource Management,NULL,Obsolete,"Weaknesses in this category are listed in the ""Risky Resource Management"" section of the 2009 CWE/SANS Top 25 Programming Errors.",NULL,NULL,NULL
CWE-753,2009 Top 25 - Porous Defenses,NULL,Obsolete,"Weaknesses in this category are listed in the ""Porous Defenses"" section of the 2009 CWE/SANS Top 25 Programming Errors.",NULL,NULL,NULL
CWE-754,Improper Check for Unusual or Exceptional Conditions,Class,Incomplete,The software does not check or incorrectly checks for unusual or exceptional conditions that are not expected to occur frequently during day to day operation of the software.,"The programmer may assume that certain events or conditions will never occur or do not need to be worried about, such as low memory conditions, lack of access to resources due to restrictive permissions, or misbehaving clients or components. However, attackers may intentionally trigger these unusual conditions, thus violating the programmer's assumptions, possibly introducing instability, incorrect behavior, or a vulnerability.
            Note that this entry is not exclusively about the use of exceptions and exception handling, which are mechanisms for both checking and handling unusual or unexpected conditions.",Many functions will return some value about the success of their actions. This will alert the program whether or not to handle any errors caused by that function.,NULL
CWE-755,Improper Handling of Exceptional Conditions,Class,Incomplete,The software does not handle or incorrectly handles an exceptional condition.,NULL,NULL,NULL
CWE-756,Missing Custom Error Page,Class,Incomplete,"The software does not return custom error pages to the user, possibly exposing sensitive information.",NULL,NULL,NULL
CWE-757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),Base,Incomplete,"A protocol or its implementation supports interaction between multiple actors and allows those actors to negotiate which algorithm should be used as a protection mechanism such as encryption or authentication, but it does not select the strongest algorithm that is available to both parties.","When a security mechanism can be forced to downgrade to use a less secure algorithm, this can make it easier for attackers to compromise the software by exploiting weaker algorithm. The victim might not be aware that the less secure algorithm is being used. For example, if an attacker can force a communications channel to use cleartext instead of strongly-encrypted data, then the attacker could read the channel by sniffing, instead of going through extra effort of trying to decrypt the data using brute force techniques.",NULL,NULL
CWE-758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",Class,Incomplete,"The software uses an API function, data structure, or other entity in a way that relies on properties that are not always guaranteed to hold for that entity.","This can lead to resultant weaknesses when the required properties change, such as when the software is ported to a different platform or if an interaction error (CWE-435) occurs.",NULL,NULL
CWE-759,Use of a One-Way Hash without a Salt,Variant,Incomplete,"The software uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the software does not also use a salt as part of the input.","This makes it easier for attackers to pre-compute the hash value using dictionary attack techniques such as rainbow tables.
            It should be noted that, despite common perceptions, the use of a good salt with a hash does not sufficiently increase the effort for an attacker who is targeting an individual password, or who has a large amount of computing resources available, such as with cloud-based services or specialized, inexpensive hardware. Offline password cracking can still be effective if the hash function is not expensive to compute; many cryptographic functions are designed to be efficient and can be vulnerable to attacks using massive computing resources, even if the hash is cryptographically strong. The use of a salt only slightly increases the computing requirements for an attacker compared to other strategies such as adaptive hash functions. See CWE-916 for more details.","In cryptography, salt refers to some random addition of data to an input before hashing to make dictionary attacks more difficult.",NULL
CWE-76,Improper Neutralization of Equivalent Special Elements,Base,Draft,"The software properly neutralizes certain special elements, but it improperly neutralizes equivalent special elements.","The software may have a fixed list of special characters it believes is complete. However, there may be alternate encodings, or representations that also have the same meaning. For example, the software may filter out a leading slash (/) to prevent absolute path names, but does not account for a tilde (~) followed by a user name, which on some *nix systems could be expanded to an absolute pathname. Alternately, the software might filter a dangerous ""-e"" command-line switch when calling an external program, but it might not account for ""--exec"" or other switches that have the same semantics.",NULL,NULL
CWE-760,Use of a One-Way Hash with a Predictable Salt,Variant,Incomplete,"The software uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the software uses a predictable salt as part of the input.","This makes it easier for attackers to pre-compute the hash value using dictionary attack techniques such as rainbow tables, effectively disabling the protection that an unpredictable salt would provide.
            It should be noted that, despite common perceptions, the use of a good salt with a hash does not sufficiently increase the effort for an attacker who is targeting an individual password, or who has a large amount of computing resources available, such as with cloud-based services or specialized, inexpensive hardware. Offline password cracking can still be effective if the hash function is not expensive to compute; many cryptographic functions are designed to be efficient and can be vulnerable to attacks using massive computing resources, even if the hash is cryptographically strong. The use of a salt only slightly increases the computing requirements for an attacker compared to other strategies such as adaptive hash functions. See CWE-916 for more details.","In cryptography, salt refers to some random addition of data to an input before hashing to make dictionary attacks more difficult.",NULL
CWE-761,Free of Pointer not at Start of Buffer,Variant,Incomplete,"The application calls free() on a pointer to a memory resource that was allocated on the heap, but the pointer is not at the start of the buffer.","This can cause the application to crash, or in some cases, modify critical program variables or execute code.
            This weakness often occurs when the memory is allocated explicitly on the heap with one of the malloc() family functions and free() is called, but pointer arithmetic has caused the pointer to be in the interior or end of the buffer.",NULL,NULL
CWE-762,Mismatched Memory Management Routines,Variant,Incomplete,"The application attempts to return a memory resource to the system, but it calls a release function that is not compatible with the function that was originally used to allocate that resource.","This weakness can be generally described as mismatching memory management routines, such as:
            
               
                  The memory was allocated on the stack (automatically), but it was deallocated using the memory management routine free() (CWE-590), which is intended for explicitly allocated heap memory.
                  The memory was allocated explicitly using one set of memory management functions, and deallocated using a different set. For example, memory might be allocated with malloc() in C++ instead of the new operator, and then deallocated with the delete operator.
               
            
            When the memory management functions are mismatched, the consequences may be as severe as code execution, memory corruption, or program crash. Consequences and ease of exploit will vary depending on the implementation of the routines and the object being managed.",NULL,NULL
CWE-763,Release of Invalid Pointer or Reference,Base,Incomplete,"The application attempts to return a memory resource to the system, but calls the wrong release function or calls the appropriate release function incorrectly.","This weakness can take several forms, such as:
            
               
                  The memory was allocated, explicitly or implicitly, via one memory management method and deallocated using a different, non-compatible function (CWE-762).
                  The function calls or memory management routines chosen are appropriate, however they are used incorrectly, such as in CWE-761.",NULL,NULL
CWE-764,Multiple Locks of a Critical Resource,Variant,Incomplete,"The software locks a critical resource more times than intended, leading to an unexpected state in the system.","When software is operating in a concurrent environment and repeatedly locks a critical resource, the consequences will vary based on the type of lock, the lock's implementation, and the resource being protected. In some situations such as with semaphores, the resources are pooled and extra locking calls will reduce the size of the total available pool, possibly leading to degraded performance or a denial of service. If this can be triggered by an attacker, it will be similar to an unrestricted lock (CWE-412). In the context of a binary lock, it is likely that any duplicate locking attempts will never succeed since the lock is already held and progress may not be possible.",NULL,NULL
CWE-765,Multiple Unlocks of a Critical Resource,Base,Incomplete,"The software unlocks a critical resource more times than intended, leading to an unexpected state in the system.","When software is operating in a concurrent environment and repeatedly unlocks a critical resource, the consequences will vary based on the type of lock, the lock's implementation, and the resource being protected. In some situations such as with semaphores, the resources are pooled and extra calls to unlock will increase the count for the number of available resources, likely resulting in a crash or unpredictable behavior when the system nears capacity.",NULL,NULL
CWE-766,Critical Data Element Declared Public,Variant,Incomplete,"The software declares a critical variable, field, or member to be public when intended security policy requires it to be private.","This issue makes it more difficult to maintain the software, which indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities.  It also might make it easier to introduce vulnerabilities.",NULL,NULL
CWE-767,Access to Critical Private Variable via Public Method,Variant,Incomplete,The software defines a public method that reads or modifies a private variable.,"If an attacker modifies the variable to contain unexpected values, this could violate assumptions from other parts of the code. Additionally, if an attacker can read the private variable, it may expose sensitive information or make it easier to launch further attacks.",NULL,NULL
CWE-768,Incorrect Short Circuit Evaluation,Variant,Incomplete,"The software contains a conditional statement with multiple logical expressions in which one of the non-leading expressions may produce side effects. This may lead to an unexpected state in the program after the execution of the conditional, because short-circuiting logic may prevent the side effects from occurring.","Usage of short circuit evaluation, though well-defined in the C standard, may alter control flow in a way that introduces logic errors that are difficult to detect, possibly causing errors later during the software's execution. If an attacker can discover such an inconsistency, it may be exploitable to gain arbitrary control over a system.
            If the first condition of an ""or"" statement is assumed to be true under normal circumstances, or if the first condition of an ""and"" statement is assumed to be false, then any subsequent conditional may contain its own logic errors that are not detected during code review or testing.
            Finally, the usage of short circuit evaluation may decrease the maintainability of the code.",NULL,NULL
CWE-769,DEPRECATED: Uncontrolled File Descriptor Consumption,Base,Deprecated,This entry has been deprecated because it was a duplicate of CWE-774. All content has been transferred to CWE-774.,NULL,NULL,NULL
CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),Class,Draft,"The software constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.","Command injection vulnerabilities typically occur when:
            
               1. Data enters the application from an untrusted source.
               2. The data is part of a string that is executed as a command by the application.
               3. By executing the command, the application gives an attacker a privilege or capability that the attacker would not otherwise have.
            
            Command injection is a common problem with wrapper programs.",NULL,NULL
CWE-770,Allocation of Resources Without Limits or Throttling,Base,Incomplete,"The software allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor.",NULL,NULL,NULL
CWE-771,Missing Reference to Active Allocated Resource,Base,Incomplete,"The software does not properly maintain a reference to a resource that has been allocated, which prevents the resource from being reclaimed.","This does not necessarily apply in languages or frameworks that automatically perform garbage collection, since the removal of all references may act as a signal that the resource is ready to be reclaimed.",NULL,NULL
CWE-772,Missing Release of Resource after Effective Lifetime,Base,Incomplete,"The software does not release a resource after its effective lifetime has ended, i.e., after the resource is no longer needed.","When a resource is not released after use, it can allow attackers to cause a denial of service.",NULL,NULL
CWE-773,Missing Reference to Active File Descriptor or Handle,Variant,Incomplete,"The software does not properly maintain references to a file descriptor or handle, which prevents that file descriptor/handle from being reclaimed.","This can cause the software to consume all available file descriptors or handles, which can prevent other processes from performing critical file processing operations.",NULL,NULL
CWE-774,Allocation of File Descriptors or Handles Without Limits or Throttling,Variant,Incomplete,"The software allocates file descriptors or handles on behalf of an actor without imposing any restrictions on how many descriptors can be allocated, in violation of the intended security policy for that actor.","This can cause the software to consume all available file descriptors or handles, which can prevent other processes from performing critical file processing operations.",NULL,NULL
CWE-775,Missing Release of File Descriptor or Handle after Effective Lifetime,Variant,Incomplete,"The software does not release a file descriptor or handle after its effective lifetime has ended, i.e., after the file descriptor/handle is no longer needed.","When a file descriptor or handle is not released after use (typically by explicitly closing it), attackers can cause a denial of service by consuming all available file descriptors/handles, or otherwise preventing other system processes from obtaining their own file descriptors/handles.",NULL,NULL
CWE-776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),Base,Draft,"The software uses XML documents and allows their structure to be defined with a Document Type Definition (DTD), but it does not properly control the number of recursive definitions of entities.","If the DTD contains a large number of nested or recursive entities, this can lead to explosive growth of data when parsed, causing a denial of service.",NULL,NULL
CWE-777,Regular Expression without Anchors,Variant,Incomplete,"The software uses a regular expression to perform neutralization, but the regular expression is not anchored and may allow malicious or malformed data to slip through.","When performing tasks such as whitelist validation, data is examined and possibly modified to ensure that it is well-formed and adheres to a list of safe values. If the regular expression is not anchored, malicious or malformed data may be included before or after any string matching the regular expression. The type of malicious data that is allowed will depend on the context of the application and which anchors are omitted from the regular expression.","Regular expressions are typically used to match a pattern of text. Anchors are used in regular expressions to specify where the pattern should match: at the beginning, the end, or both (the whole input).",NULL
CWE-778,Insufficient Logging,Base,Draft,"When a security-critical event occurs, the software either does not record the event or omits important details about the event when logging it.","When security-critical events are not logged properly, such as a failed login attempt, this can make malicious behavior more difficult to detect and may hinder forensic analysis after an attack succeeds.",NULL,NULL
CWE-779,Logging of Excessive Data,Base,Draft,"The software logs too much information, making log files hard to process and possibly hindering recovery efforts or forensic analysis after an attack.","While logging is a good practice in general, and very high levels of logging are appropriate for debugging stages of development, too much logging in a production environment might hinder a system administrator's ability to detect anomalous conditions. This can provide cover for an attacker while attempting to penetrate a system, clutter the audit trail for forensic analysis, or make it more difficult to debug problems in a production environment.",NULL,NULL
CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Base,Draft,"The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.","This could allow attackers to execute unexpected, dangerous commands directly on the operating system. This weakness can lead to a vulnerability in environments in which the attacker does not have direct access to the operating system, such as in web applications. Alternately, if the weakness occurs in a privileged program, it could allow the attacker to specify commands that normally would not be accessible, or to call alternate commands with privileges that the attacker does not have. The problem is exacerbated if the compromised process does not follow the principle of least privilege, because the attacker-controlled commands may run with special system privileges that increases the amount of damage.
            There are at least two subtypes of OS command injection:
            
               
                  The application intends to execute a single, fixed program that is under its own control. It intends to use externally-supplied inputs as arguments to that program. For example, the program might use system(""nslookup [HOSTNAME]"") to run nslookup and allow the user to supply a HOSTNAME, which is used as an argument. Attackers cannot prevent nslookup from executing. However, if the program does not remove command separators from the HOSTNAME argument, attackers could place the separators into the arguments, which allows them to execute their own program after nslookup has finished executing.
                  The application accepts an input that it uses to fully select which program to run, as well as which commands to use. The application simply redirects this entire command to the operating system. For example, the program might use ""exec([COMMAND])"" to execute the [COMMAND] that was supplied by the user. If the COMMAND is under attacker control, then the attacker can execute arbitrary commands or programs. If the command is being executed using functions like exec() and CreateProcess(), the attacker might not be able to combine multiple commands together in the same line.
               
            
            From a weakness standpoint, these variants represent distinct programmer errors. In the first variant, the programmer clearly intends that input from untrusted parties will be part of the arguments in the command to be executed. In the second variant, the programmer does not intend for the command to be accessible to any untrusted party, but the programmer probably has not accounted for alternate ways in which malicious attackers can provide input.",NULL,NULL
CWE-780,Use of RSA Algorithm without OAEP,Variant,Incomplete,"The software uses the RSA algorithm but does not incorporate Optimal Asymmetric Encryption Padding (OAEP), which might weaken the encryption.",Padding schemes are often used with cryptographic algorithms to make the plaintext less predictable and complicate attack efforts. The OAEP scheme is often used with RSA to nullify the impact of predictable common text.,NULL,NULL
CWE-781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,Variant,Draft,"The software defines an IOCTL that uses METHOD_NEITHER for I/O, but it does not validate or incorrectly validates the addresses that are provided.","When an IOCTL uses the METHOD_NEITHER option for I/O control, it is the responsibility of the IOCTL to validate the addresses that have been supplied to it. If validation is missing or incorrect, attackers can supply arbitrary memory addresses, leading to code execution or a denial of service.",NULL,NULL
CWE-782,Exposed IOCTL with Insufficient Access Control,Variant,Draft,"The software implements an IOCTL with functionality that should be restricted, but it does not properly enforce access control for the IOCTL.","When an IOCTL contains privileged functionality and is exposed unnecessarily, attackers may be able to access this functionality by invoking the IOCTL. Even if the functionality is benign, if the programmer has assumed that the IOCTL would only be accessed by a trusted process, there may be little or no validation of the incoming data, exposing weaknesses that would never be reachable if the attacker cannot call the IOCTL directly.
            The implementations of IOCTLs will differ between operating system types and versions, so the methods of attack and prevention may vary widely.",NULL,NULL
CWE-783,Operator Precedence Logic Error,Base,Draft,The program uses an expression in which operator precedence causes incorrect logic to be used.,"While often just a bug, operator precedence logic errors can have serious consequences if they are used in security-critical code, such as making an authentication decision.",NULL,NULL
CWE-784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,Variant,Draft,"The application uses a protection mechanism that relies on the existence or values of a cookie, but it does not properly ensure that the cookie is valid for the associated user.","Attackers can easily modify cookies, within the browser or by implementing the client-side code outside of the browser. Attackers can bypass protection mechanisms such as authorization and authentication by modifying the cookie to contain an expected value.",NULL,NULL
CWE-785,Use of Path Manipulation Function without Maximum-sized Buffer,Variant,Incomplete,"The software invokes a function for normalizing paths or file names, but it provides an output buffer that is smaller than the maximum possible size, such as PATH_MAX.","Passing an inadequately-sized output buffer to a path manipulation function can result in a buffer overflow. Such functions include realpath(), readlink(), PathAppend(), and others.","Windows provides a large number of utility functions that manipulate buffers containing filenames. In most cases, the result is returned in a buffer that is passed in as input. (Usually the filename is modified in place.) Most functions require the buffer to be at least MAX_PATH bytes in length, but you should check the documentation for each function individually. If the buffer is not large enough to store the result of the manipulation, a buffer overflow can occur.",NULL
CWE-786,Access of Memory Location Before Start of Buffer,Base,Incomplete,The software reads or writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.,"This typically occurs when a pointer or its index is decremented to a position before the buffer, when pointer arithmetic results in a position before the beginning of the valid memory location, or when a negative index is used.",NULL,NULL
CWE-787,Out-of-bounds Write,Base,Incomplete,"The software writes data past the end, or before the beginning, of the intended buffer.","Typically, this can result in corruption of data, a crash, or code execution.  The software may modify an index or perform pointer arithmetic that references a memory location that is outside of the boundaries of the buffer.  A subsequent write operation then produces undefined or unexpected results.",NULL,NULL
CWE-788,Access of Memory Location After End of Buffer,Base,Incomplete,The software reads or writes to a buffer using an index or pointer that references a memory location after the end of the buffer.,"This typically occurs when a pointer or its index is decremented to a position before the buffer; when pointer arithmetic results in a position before the buffer; or when a negative index is used, which generates a position before the buffer.",NULL,NULL
CWE-789,Uncontrolled Memory Allocation,Variant,Draft,"The product allocates memory based on an untrusted size value, but it does not validate or incorrectly validates the size, allowing arbitrary amounts of memory to be allocated.",NULL,NULL,NULL
CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Base,Usable,The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,"Cross-site scripting (XSS) vulnerabilities occur when:
            
               1. Untrusted data enters a web application, typically from a web request.
               2. The web application dynamically generates a web page that contains this untrusted data.
               3. During page generation, the application does not prevent the data from containing content that is executable by a web browser, such as JavaScript, HTML tags, HTML attributes, mouse events, Flash, ActiveX, etc.
               4. A victim visits the generated web page through a web browser, which contains malicious script that was injected using the untrusted data.
               5. Since the script comes from a web page that was sent by the web server, the victim's web browser executes the malicious script in the context of the web server's domain.
               6. This effectively violates the intention of the web browser's same-origin policy, which states that scripts in one domain should not be able to access resources or run code in a different domain.
            
            There are three main kinds of XSS:
            
               
                  Type 1: Reflected XSS (or Non-Persistent) - 
         			The server reads data directly from the HTTP request and reflects it back in the HTTP response. Reflected XSS exploits occur when an attacker causes a victim to supply dangerous content to a vulnerable web application, which is then reflected back to the victim and executed by the web browser. The most common mechanism for delivering malicious content is to include it as a parameter in a URL that is posted publicly or e-mailed directly to the victim. URLs constructed in this manner constitute the core of many phishing schemes, whereby an attacker convinces a victim to visit a URL that refers to a vulnerable site. After the site reflects the attacker's content back to the victim, the content is executed by the victim's browser.
               
                  Type 2: Stored XSS (or Persistent) - 
               The application stores dangerous data in a database, message forum, visitor log, or other trusted data store. At a later time, the dangerous data is subsequently read back into the application and included in dynamic content. From an attacker's perspective, the optimal place to inject malicious content is in an area that is displayed to either many users or particularly interesting users. Interesting users typically have elevated privileges in the application or interact with sensitive data that is valuable to the attacker. If one of these users executes malicious content, the attacker may be able to perform privileged operations on behalf of the user or gain access to sensitive data belonging to the user. For example, the attacker might inject XSS into a log message, which might not be handled properly when an administrator views the logs.
            
               
                  Type 0: DOM-Based XSS - 
               In DOM-based XSS, the client performs the injection of XSS into the page; in the other types, the server performs the injection. DOM-based XSS generally involves server-controlled, trusted script that is sent to the client, such as Javascript that performs sanity checks on a form before the user submits it. If the server-supplied script processes user-supplied data and then injects it back into the web page (such as with dynamic HTML), then DOM-based XSS is possible.
            
            
            Once the malicious script is injected, the attacker can perform a variety of malicious activities. The attacker could transfer private information, such as cookies that may include session information, from the victim's machine to the attacker. The attacker could send malicious requests to a web site on behalf of the victim, which could be especially dangerous to the site if the victim has administrator privileges to manage that site. Phishing attacks could be used to emulate trusted web sites and trick the victim into entering a password, allowing the attacker to compromise the victim's account on that web site. Finally, the script could exploit a vulnerability in the web browser itself possibly taking over the victim's machine, sometimes referred to as ""drive-by hacking.""
            In many cases, the attack can be launched without the victim even being aware of it. Even with careful users, attackers frequently use a variety of methods to encode the malicious portion of the attack, such as URL encoding or Unicode, so the request looks less suspicious.","Same Origin Policy
               The same origin policy states that browsers should limit the resources accessible to scripts running on a given web site, or ""origin"", to the resources associated with that web site on the client-side, and not the client-side resources of any other sites or ""origins"". The goal is to prevent one site from being able to modify or read the contents of an unrelated site. Since the World Wide Web involves interactions between many sites, this policy is important for browsers to enforce.
               Domain
               The Domain of a website when referring to XSS is roughly equivalent to the resources associated with that website on the client-side of the connection. That is, the domain can be thought of as all resources the browser is storing for the user's interactions with this particular site.",NULL
CWE-790,Improper Filtering of Special Elements,Class,Incomplete,"The software receives data from an upstream component, but does not filter or incorrectly filters special elements before sending it to a downstream component.",NULL,NULL,NULL
CWE-791,Incomplete Filtering of Special Elements,Base,Incomplete,"The software receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component.",NULL,NULL,NULL
CWE-792,Incomplete Filtering of One or More Instances of Special Elements,Variant,Incomplete,"The software receives data from an upstream component, but does not completely filter one or more instances of special elements before sending it to a downstream component.","Incomplete filtering of this nature involves either:
            
               
                  only filtering a single instance of a special element when more exist, or
                  not filtering all instances or all elements where multiple special elements exist.",NULL,NULL
CWE-793,Only Filtering One Instance of a Special Element,Variant,Incomplete,"The software receives data from an upstream component, but only filters a single instance of a special element before sending it to a downstream component.","Incomplete filtering of this nature may be location-dependent, as in only the first or last element is filtered.",NULL,NULL
CWE-794,Incomplete Filtering of Multiple Instances of Special Elements,Variant,Incomplete,"The software receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component.","Incomplete filtering of this nature may be applied to:
            
               
                  sequential elements (special elements that appear next to each other) or
                  non-sequential elements (special elements that appear multiple times in different locations).",NULL,NULL
CWE-795,Only Filtering Special Elements at a Specified Location,Base,Incomplete,"The software receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component.","A filter might only account for instances of special elements when they occur:
            
               
                  relative to a marker (e.g. ""at the beginning/end of string; the second argument""), or
                  at an absolute position (e.g. ""byte number 10"").
               
            
            This may leave special elements in the data that did not match the filter position, but still may be dangerous.",NULL,NULL
CWE-796,Only Filtering Special Elements Relative to a Marker,Variant,Incomplete,"The software receives data from an upstream component, but only accounts for special elements positioned relative to a marker (e.g. ""at the beginning/end of a string; the second argument""), thereby missing remaining special elements that may exist before sending it to a downstream component.",NULL,NULL,NULL
CWE-797,Only Filtering Special Elements at an Absolute Position,Variant,Incomplete,"The software receives data from an upstream component, but only accounts for special elements at an absolute position (e.g. ""byte number 10""), thereby missing remaining special elements that may exist before sending it to a downstream component.",NULL,NULL,NULL
CWE-798,Use of Hard-coded Credentials,Base,Incomplete,"The software contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.","Hard-coded credentials typically create a significant hole that allows an attacker to bypass the authentication that has been configured by the software administrator. This hole might be difficult for the system administrator to detect. Even if detected, it can be difficult to fix, so the administrator may be forced into disabling the product entirely. There are two main variations:
            
               Inbound: the software contains an authentication mechanism that checks the input credentials against a hard-coded set of credentials.
               Outbound: the software connects to another system or component, and it contains hard-coded credentials for connecting to that component.
            
            In the Inbound variant, a default administration account is created, and a simple password is hard-coded into the product and associated with that account. This hard-coded password is the same for each installation of the product, and it usually cannot be changed or disabled by system administrators without manually modifying the program, or otherwise patching the software. If the password is ever discovered or published (a common occurrence on the Internet), then anybody with knowledge of this password can access the product. Finally, since all installations of the software will have the same password, even across different organizations, this enables massive attacks such as worms to take place.
            The Outbound variant applies to front-end systems that authenticate with a back-end service. The back-end service may require a fixed password which can be easily discovered. The programmer may simply hard-code those back-end credentials into the front-end software. Any user of that program may be able to extract the password. Client-side systems with hard-coded passwords pose even more of a threat, since the extraction of a password from a binary is usually very simple.",NULL,NULL
CWE-799,Improper Control of Interaction Frequency,Class,Incomplete,"The software does not properly limit the number or frequency of interactions that it has with an actor, such as the number of incoming requests.","This can allow the actor to perform actions more frequently than expected. The actor could be a human or an automated process such as a virus or bot. This could be used to cause a denial of service, compromise program logic (such as limiting humans to a single vote), or other consequences. For example, an authentication routine might not limit the number of times an attacker can guess a password. Or, a web site might conduct a poll but only expect humans to vote a maximum of once a day.",NULL,NULL
CWE-8,J2EE Misconfiguration: Entity Bean Declared Remote,Variant,Incomplete,"When an application exposes a remote interface for an entity bean, it might also expose methods that get or set the bean's data. These methods could be leveraged to read sensitive information, or to change data in ways that violate the application's expectations, potentially leading to other vulnerabilities.",NULL,NULL,NULL
CWE-80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.","This may allow such characters to be treated as control characters, which are executed client-side in the context of the user's session. Although this can be classified as an injection problem, the more pertinent issue is the improper conversion of such special characters to respective context-appropriate entities before displaying them to the user.",NULL,NULL
CWE-801,2010 Top 25 - Insecure Interaction Between Components,NULL,Obsolete,"Weaknesses in this category are listed in the ""Insecure Interaction Between Components"" section of the 2010 CWE/SANS Top 25 Programming Errors.",NULL,NULL,NULL
CWE-802,2010 Top 25 - Risky Resource Management,NULL,Obsolete,"Weaknesses in this category are listed in the ""Risky Resource Management"" section of the 2010 CWE/SANS Top 25 Programming Errors.",NULL,NULL,NULL
