icsa_id,icsa_url,icsa_release,icsa_update,icsa_description,icsa_is_update,icsa_vendor,icsa_oneliner
ICSA-16-140-01A,https://www.us-cert.gov/ics/advisories/ICSA-16-140-01,2016-05-19,2016-12-22,Resource Data Management Intuitive 650 TDB Controller Vulnerabilities (Update A),1,Resource Data Management," This updated advisory is a follow-up to the original advisory titled ICSA-16-140-01 Resource Data Management Intuitive 650 TBD Controller Vulnerabilities that was published May 19, 2016, on the NCCIC/ICS-CERT web site. Independent researcher Maxim Rupp has identified a privilege escalation vulnerability and a cross-site request forgery (CSRF) vulnerability in Resource Data Management’s Intuitive 650 TDB Controller. Resource Data Management has produced a new version to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-140-02,https://www.us-cert.gov/ics/advisories/ICSA-16-140-02,2016-05-19,2018-05-17,Siemens SIPROTEC Information Disclosure Vulnerabilities (Update B),1,Siemens,NULL
ICSA-16-145-01A,https://www.us-cert.gov/ics/advisories/ICSA-16-145-01,2016-05-24,2018-08-23,Moxa MiiNePort Vulnerabilities (Update A),1,Moxa," This updated advisory is a follow-up to the original advisory titled ICSA-16-145-01 Moxa MiiNePort Vulnerabilities that was published May 24, 2016, on the NCCIC/ICS-CERT web site. Independent researcher Karn Ganeshen has identified weak credential management, sensitive information not protected, and cross-site request forgery vulnerabilities in Moxa’s MiiNePort serial device server module series. Moxa will produce a beta patch firmware in late May 2016 to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-147-01B,https://www.us-cert.gov/ics/advisories/ICSA-16-147-01,2016-05-26,2016-12-22,Environmental Systems Corporation Data Controllers Vulnerabilities (Update B),1,Environmental Systems Corporation," This updated advisory is a follow-up to the updated advisory titled ICSA-16-147-01A Environmental Systems Corporation Data Controllers Vulnerabilities that was published June 2, 2016, on the NCCIC/ICS-CERT web site. Independent researcher Maxim Rupp has identified data controller vulnerabilities in the Environmental Systems Corporation (ESC) 8832 Data Controller. ESC acknowledged that Balazs Makany reported these vulnerabilities on February 18, 2015. ESC has stated the ESC 8832 Data Controller has no available code space to make any additional security patches; so, a firmware update is not possible. ESC has released an advisory that identifies compensating controls to reduce risk of exploitation of the reported vulnerabilities. These vulnerabilities could be exploited remotely. An exploit that targets these vulnerabilities is publicly available. A Metasploit module has been released that allows an attacker to hijack a valid session that is in progress by a legitimate user."
ICSA-16-147-02,https://www.us-cert.gov/ics/advisories/ICSA-16-147-02,2016-05-26,2018-08-23,Sixnet BT Series Hard-coded Credentials Vulnerability,1,Sixnet," Independent researcher Neil Smith has identified a hard-coded credential vulnerability in Sixnet’s BT series routers. Sixnet has produced patches and new firmware to mitigate this vulnerability. This vulnerability could be exploited remotely. Exploits that target this vulnerability are known to be publicly available."
ICSA-16-147-03,https://www.us-cert.gov/ics/advisories/ICSA-16-147-03,2016-05-26,2018-08-23,Black Box AlertWerks ServSensor Credential Management Vulnerability,1,Black Box," Independent researcher Lee Ryman has identified a credential management vulnerability in Black Box’s AlertWerks ServSensor devices. ICS-CERT and CERT Australia have coordinated with Black Box that has produced a new firmware version to mitigate this vulnerability. Lee Ryman has tested the new firmware version to validate that it resolves the vulnerability. This vulnerability could be exploited remotely."
ICSA-16-152-01,https://www.us-cert.gov/ics/advisories/ICSA-16-152-01,2016-05-31,2018-08-23,Moxa UC 7408-LX-Plus Firmware Overwrite Vulnerability,0,Moxa," NCCIC/ICS-CERT has received information from a third party that identified a firmware overwrite vulnerability in Moxa’s UC 7408-LX-Plus device. Moxa has produced instructions to reduce exposure to this vulnerability. The Moxa UC 7408-LX-Plus device has been discontinued. This vulnerability could be exploited remotely."
ICSA-16-152-02,https://www.us-cert.gov/ics/advisories/ICSA-16-152-02,2016-05-31,2018-08-23,ABB PCM600 Vulnerabilities,1,ABB," ABB has identified one use of password hash with insufficient computational effort and three insufficiently protected credentials vulnerabilities in ABB’s PCM600. These vulnerabilities were reported directly to ABB by Ilya Karpov from Positive Technologies. ABB has produced a new version to mitigate these vulnerabilities."
ICSA-16-154-01,https://www.us-cert.gov/ics/advisories/ICSA-16-154-01,2016-06-02,2018-08-23,GE MultiLink Series Hard-coded Credential Vulnerability,0,GE," GE has identified a hard-coded credential vulnerability in GE’s MultiLink series managed switches. GE has produced new firmware versions to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-159-01,https://www.us-cert.gov/ics/advisories/ICSA-16-159-01,2016-06-07,2018-08-23,Trihedral Engineering Limited VTScada Vulnerabilities,1,Trihedral Engineering Limited," An anonymous researcher has identified several vulnerabilities in Trihedral Engineering Ltd.’s Trihedral VTScada and reported them to Zero Day Initiative (ZDI), which reported them to NCCIC/ICS-CERT. Trihedral Engineering Ltd. has produced a new version to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-161-01,https://www.us-cert.gov/ics/advisories/ICSA-16-161-01,2016-06-09,2018-08-23,Siemens SIMATIC S7-300 Denial-of-Service Vulnerability,1,Siemens," Siemens has identified a denial-of-service vulnerability in the SIMATIC S7-300 CPU family. The vulnerability was reported directly to Siemens by Mate J. Csorba of DNV GL, Marine Cybernetics Services, and Amund Sole of Norwegian University of Science and Technology. Siemens has produced a firmware update to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-161-02,https://www.us-cert.gov/ics/advisories/ICSA-16-161-02,2016-06-09,2018-08-23,Siemens SIMATIC WinCC Flexible Weakly Protected Credentials Vulnerability,1,Siemens," Siemens has identified a weakly protected credentials vulnerability in SIMATIC WinCC flexible. Gleb Gritsai and Roman Ilin from Positive Technologies reported this issue directly to Siemens. Siemens has produced an update to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-166-01,https://www.us-cert.gov/ics/advisories/ICSA-16-166-01,2016-06-14,2018-08-23,OSIsoft PI SQL Data Access Server Input Validation Vulnerability,1,OSIsoft," OSIsoft has identified an input validation vulnerability in its own PI SQL Data Access Server. OSIsoft has produced a new version of PI SQL Data Access Server (OLE DB) 2016 (1.5) to address this issue. This vulnerability could be exploited remotely."
ICSA-16-166-02,https://www.us-cert.gov/ics/advisories/ICSA-16-166-02,2016-06-14,2018-08-23,OSIsoft PI AF Server Input Validation Vulnerability,1,OSIsoft," OSIsoft has identified an input validation vulnerability in its own PI AF Server. OSIsoft has produced a new version of PI AF Server 2016 to address this issue. This vulnerability could be exploited remotely."
ICSA-16-168-01,https://www.us-cert.gov/ics/advisories/ICSA-16-168-01,2016-06-16,2018-08-23,Moxa PT-7728 Series Switch Improper Authorization Vulnerability,0,Moxa," Researcher Can Demirel of Biznet Bilisim has identified an improper authorization vulnerability in Moxa’s Industrial Ethernet Switch PT-7728 series. Moxa has produced an update to mitigate this vulnerability. Can Demirel has tested the update to validate that it resolves the vulnerability. This vulnerability could be exploited remotely."
ICSA-16-173-01A,https://www.us-cert.gov/ics/advisories/ICSA-16-173-01,2016-06-21,2018-08-23,Advantech WebAccess ActiveX Vulnerabilities (Update A),1,Advantech," This updated advisory is a follow-up to the original advisory titled ICSA-16-173-01 Advantech WebAccess ActiveX Vulnerabilities that was published June 21, 2016, on the NCCIC/ICS-CERT web site."
ICSA-16-173-02,https://www.us-cert.gov/ics/advisories/ICSA-16-173-02,2016-06-21,2018-08-23,Schneider Electric PowerLogic PM8ECC Cross-site Scripting Vulnerability,1,Schneider Electric," Schneider Electric has notified NCCIC/ICS-CERT of a Cross-site Scripting (XSS) vulnerability in Schneider Electric’s PowerLogic PM8ECC communications add-on module for the Series 800 PowerMeter. Schneider Electric has produced a firmware update to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-173-03,https://www.us-cert.gov/ics/advisories/ICSA-16-173-03,2016-07-26,2018-08-23,Rockwell Automation FactoryTalk EnergyMetrix Vulnerabilities,1,Rockwell Automation," This advisory was originally posted to the US-CERT secure Portal library on June 21, 2016, and is being released to the NCCIC/ICS-CERT web site. Rockwell Automation has identified authentication vulnerabilities in the FactoryTalk EnergyMetrix application. Rockwell Automation has produced a new version to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-175-01,https://www.us-cert.gov/ics/advisories/ICSA-16-175-01,2016-06-23,2018-08-23,Rockwell Automation Allen-Bradley Stratix 5400 and 5410 Packet Corruption Vulnerability,1,Rockwell Automation," Rockwell Automation has identified a resource management vulnerability in Rockwell Automation’s Allen-Bradley Stratix 5400 and Allen-Bradley Stratix 5410 industrial networking switches. Rockwell Automation has produced a new firmware version to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-175-02,https://www.us-cert.gov/ics/advisories/ICSA-16-175-02,2016-06-23,2018-08-23,Unitronics VisiLogic OPLC IDE vlp File Parsing Stack Buffer Overflow Vulnerability,1,Unitronics," ZDI has identified a buffer overflow vulnerability discovered by Steven Seeley of Source Incite in Unitronics VisiLogic. Unitronics has produced a new version to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-175-03,https://www.us-cert.gov/ics/advisories/ICSA-16-175-03,2016-06-23,2018-08-23,Meinberg NTP Time Server Vulnerabilities,1,Meinberg," Independent researcher Ryan Wincey has identified a stack buffer overflow vulnerability and a privilege escalation vulnerability in Meinberg’s NTP Time Servers Interface. Meinberg has produced a new Version 6.20.004 to mitigate these vulnerabilities. The researcher has validated the firmware update. He confirms the update fixes these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-182-01,https://www.us-cert.gov/ics/advisories/ICSA-16-182-01,2016-06-30,2018-08-23,Eaton ELCSoft Programming Software Memory Vulnerabilities,1,Eaton," Ariele Calgaviano working with Zero Day Initiative has identified a heap-based memory corruption vulnerability and a stack buffer overflow vulnerability in Eaton’s ELCSoft programming software. Eaton has released a revision to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-182-02B,https://www.us-cert.gov/ics/advisories/ICSA-16-182-02,2016-06-30,2016-12-01,Siemens SICAM PAS Information Disclosure Vulnerabilities (Update B),1,Siemens," This updated advisory is a follow-up to the original advisory titled ICSA-16-182-02A Siemens SICAM PAS Vulnerabilities that was published November 29, 2016, on the NCCIC/ICS-CERT web site. Positive Technologies’ Ilya Karpov and Dmitry Sklyarov have identified two vulnerabilities in the Siemens SICAM PAS (Power Automation System). Siemens has produced a new version and mitigation instructions to address these vulnerabilities."
ICSA-16-187-01,https://www.us-cert.gov/ics/advisories/ICSA-16-187-01,2016-07-05,2016-07-06,Rexroth Bosch BLADEcontrol-WebVIS Vulnerabilities,1,Rexroth Bosch," Independent researcher Maxim Rupp has identified a SQL injection vulnerability and a cross-site scripting vulnerability in the Rexroth Bosch BLADEcontrol-WebVIS. Rexroth Bosch has produced a new version to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-189-01,https://www.us-cert.gov/ics/advisories/ICSA-16-189-01,2016-07-07,2018-08-23,WECON LeviStudio Buffer Overflow Vulnerabilities,1,WECON," Independent security researchers Rocco Calvi and Brian Gorenc, working with Trend Micro’s Zero Day Initiative, have identified buffer overflow vulnerabilities in WECON’s LeviStudio software. WECON has not released a product fix to addresses the buffer overflow vulnerabilities in the LeviStudio software."
ICSA-16-189-02,https://www.us-cert.gov/ics/advisories/ICSA-16-189-02,2016-07-07,2018-08-23,Moxa Device Server Web Console Authorization Bypass Vulnerability,0,Moxa," Independent researcher Maxim Rupp has identified an authorization bypass vulnerability in Moxa’s Device Server Web Console. Moxa has indicated the NPort 5232-N was discontinued in 2012 and has produced recommendations to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-194-01,https://www.us-cert.gov/ics/advisories/ICSA-16-194-01,2016-07-12,2018-08-23,Tollgrade Smart Grid EMS LightHouse Vulnerabilities,0,"Tollgrade Communications, Inc."," Ashish Kamble of Qualys, Inc. has identified vulnerabilities in Tollgrade Communications, Inc.’s Smart Grid LightHouse Sensor Management System (SMS) Software EMS. Tollgrade has produced a new version to mitigate these vulnerabilities. Ashish Kamble has tested the new version to validate that it resolves these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-194-02,https://www.us-cert.gov/ics/advisories/ICSA-16-194-02,2016-07-12,2018-08-23,GE Proficy HMI SCADA CIMPLICITY Privilege Management Vulnerability,0,GE," Zhou Yu of Acorn Network Security identified an improper privilege management vulnerability and recently released exploit code for the GE Proficy HMI/SCADA CIMPLICITY application without coordination with ICS-CERT, the vendor, or any other coordinating entity known to ICS-CERT. GE produced a new version to mitigate this vulnerability in August 2014. Exploits that target this vulnerability are known to be publicly available."
ICSA-16-196-01,https://www.us-cert.gov/ics/advisories/ICSA-16-196-01,2016-07-14,2018-08-23,Schneider Electric Pelco Digital Sentry Video Management System Vulnerability,1,Schneider Electric," Schneider Electric has identified a hard-coded credential vulnerability in Schneider Electric’s Pelco Digital Sentry Video Management System. Schneider Electric has produced a new firmware version to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-196-02,https://www.us-cert.gov/ics/advisories/ICSA-16-196-02,2016-07-14,2018-08-23,Moxa MGate Authentication Bypass Vulnerability,0,Moxa," Independent researcher Maxim Rupp has identified an authentication bypass vulnerability in Moxa’s MGate products. Moxa has produced new firmware versions to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-196-03,https://www.us-cert.gov/ics/advisories/ICSA-16-196-03,2016-07-14,2018-08-23,Schneider Electric SoMachine HVAC Unsafe ActiveX Control Vulnerability,1,Schneider Electric," Andrea Micalizzi discovered an unsafe ActiveX control vulnerability in Schneider Electric’s SoMachine software. He reported this vulnerability to ZDI who then reported it to NCCIC/ICS-CERT. Schneider Electric has produced a patch to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-208-01C,https://www.us-cert.gov/ics/advisories/ICSA-16-208-01,2016-07-26,2016-11-08,"Siemens SIMATIC WinCC, PCS 7, and WinCC Runtime Professional Vulnerabilities (Update C)",1,Siemens," This updated advisory is a follow-up to the advisory update titled ICSA-16-208-01B Siemens SIMATIC WinCC, PCS 7, and WinCC Runtime Professional Vulnerabilities that was published October 4, 2016, on the NCCIC/ICS-CERT web site. Siemens has identified two vulnerabilities in SIMATIC WinCC, PCS 7, and WinCC Runtime Professional. Sergey Temnikov and Vladimir Dashchenko from Kaspersky Lab reported these issues directly to Siemens. Siemens has produced updates to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-208-02,https://www.us-cert.gov/ics/advisories/ICSA-16-208-02,2016-07-26,2018-08-23,Siemens SIMATIC NET PC-Software Denial-of-Service Vulnerability,1,Siemens," Siemens has identified a denial-of-service vulnerability in SIMATIC NET PC-Software. Vladimir Dashchenko and Sergey Temnikov from Kaspersky Labs reported this issue directly to Siemens. Siemens has produced a new version to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-208-03,https://www.us-cert.gov/ics/advisories/ICSA-16-208-03,2016-07-26,2018-08-23,Siemens SINEMA Remote Connect Server Cross-site Scripting Vulnerability,1,Siemens," Researchers Antonio Morales Maldonado of INNOTEC SYSTEM, and Alexander Van Maele and Tijl Deneut of Howest have identified a cross-site scripting (XSS) vulnerability in the Siemens SINEMA Remote Connect Server application. Siemens has produced an update to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-215-01,https://www.us-cert.gov/ics/advisories/ICSA-16-215-01,2016-08-02,2018-08-23,Moxa SoftCMS SQL Injection Vulnerability,0,Moxa," Zhou Yu of Acorn Network Security has identified a SQL injection vulnerability in Moxa's SoftCMS. ZDI reported this vulnerability to ICS-CERT. Moxa has produced an update to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-215-02A,https://www.us-cert.gov/ics/advisories/ICSA-16-215-02,2016-08-02,2016-10-13,Siemens SINEMA Server Privilege Escalation Vulnerability (Update A),1,Siemens," This updated advisory is a follow-up to the original advisory titled ICSA-16-215-02 Siemens SINEMA Server Privilege Escalation Vulnerability that was published August 2, 2016, on the NCCIC/ICS-CERT web site."
ICSA-16-224-01,https://www.us-cert.gov/ics/advisories/ICSA-16-224-01,2016-08-11,2018-08-23,Rockwell Automation MicroLogix 1400 SNMP Credentials Vulnerability,1,Rockwell Automation," Cisco Talos, Cisco Systems, Inc.'s security intelligence and research group reported to Rockwell Automation that an undocumented and privileged Simple Network Management Protocol (SNMP) community string exists in MicroLogix 1400 programmable logic controllers (PLC). Rockwell Automation has released mitigation strategies to protect against this threat. This vulnerability could be exploited remotely."
ICSA-16-224-02A,https://www.us-cert.gov/ics/advisories/ICSA-16-224-02,2016-09-15,2018-08-22,Rockwell Automation RSLogix 500 and RSLogix Micro File Parser Buffer Overflow Vulnerability (Update A),1,Rockwell Automation," This updated advisory is a follow-up to the original advisory titled ICSA-16-224-02 Rockwell Automation RSLogix 500 and RSLogix Micro File Parser Buffer Overflow Vulnerability that was published September 15, 2016, on the NCCIC/ICS-CERT web site. --------- Begin Update A Part 1 of 3 -------- Ariele Caltabiano (kimiya) working with Trend Micro’s Zero Day Initiative has identified a parser buffer overflow vulnerability in Rockwell Automation’s RSLogix Starter Lite. Rockwell Automation investigated the matter and found that it also affected RSLogix 500 and other versions of RSLogix Micro. Rockwell Automation has released a new version of software, v11.00.00, which resolves the vulnerability. --------- End Update A Part 1 of 3 ----------"
ICSA-16-231-01,https://www.us-cert.gov/ics/advisories/ICSA-16-231-01-0,2016-12-06,1900-01-01,Locus Energy LGate Command Injection Vulnerability,1,Locus Energy," This advisory is a follow-up to the original alert, titled ICS-ALERT-16-230-01 Navis WebAccess SQL Injection Vulnerability,a published August 17, 2016, on the NCCIC/ICS-CERT web site. ICS-CERT is aware of a public report of an SQL Injection vulnerability with proof-of-concept (PoC) exploit code affecting the Navis WebAccess application. This report was released by “bRpsd” without coordination with either the vendor or ICS-CERT. ICS-CERT has reached out to Navis who has validated the reported vulnerability. Navis has produced custom patches to mitigate this vulnerability. This vulnerability could be exploited remotely. Exploits that target this vulnerability are known to be publicly available."
ICSA-16-236-01A,https://www.us-cert.gov/ics/advisories/ICSA-16-236-01,2016-08-30,2018-08-23,Moxa OnCell Vulnerabilities (Update A),1,Moxa," This updated advisory is a follow-up to the original advisory titled ICSA-16-236-01 Moxa OnCell Vulnerabilities that was published August 23, 2016, on the NCCIC/ICS-CERT web site. Independent researcher Maxim Rupp has identified several vulnerabilities in Moxa’s OnCell products. Moxa has produced new firmware to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-250-01,https://www.us-cert.gov/ics/advisories/ICSA-16-250-01,2016-09-06,2018-08-23,Siemens SIPROTEC 4 and SIPROTEC Compact Vulnerabilities,1,Siemens," Siemens reports that they have released a firmware update for SIPROTEC 4 and SIPROTEC Compact devices to mitigate authentication bypass and resource exhaustion vulnerabilities. Kirill Nesterov and Anatoly Katushin from Kaspersky Lab reported some of these vulnerabilities directly to Siemens. These vulnerabilities could be exploited remotely."
ICSA-16-252-01,https://www.us-cert.gov/ics/advisories/ICSA-16-252-01,2016-10-06,1900-01-01,GE Bently Nevada 3500/22M Improper Authorization Vulnerability,1,GE," This advisory was originally posted to the US-CERT secure Portal library on September 8, 2016, and is being released to the NCCIC/ICS-CERT web site. GE has identified an improper authorization vulnerability in the GE Bently Nevada 3500/22M monitoring system. GE has produced a new firmware version to mitigate this vulnerability in the USB version of the GE Bently Nevada 3500/22M monitoring system. This vulnerability could be exploited remotely."
ICSA-16-259-01,https://www.us-cert.gov/ics/advisories/ICSA-16-259-01,2016-09-15,2018-08-22,Yokogawa STARDOM Authentication Bypass Vulnerability,1,Yokogawa," NCCIC/ICS-CERT received a report from Yokogawa and JPCERT/CCa about an authentication bypass vulnerability in the Yokogawa STARDOM controller. Yokogawa has produced a new release to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-259-02,https://www.us-cert.gov/ics/advisories/ICSA-16-259-02,2016-09-15,2018-08-22,ABB DataManagerPro Credential Management Vulnerability,1,ABB," NCCIC/ICS-CERT received a report from Trend Micro’s Zero Day Initiative (ZDI) concerning a credential management vulnerability in ABB’s DataManagerPro application. Security researcher Andrea Micalizzi reported this vulnerability to ZDI. ABB has produced a new version to mitigate this vulnerability."
ICSA-16-259-03,https://www.us-cert.gov/ics/advisories/ICSA-16-259-03,2016-09-15,2018-08-22,Trane Tracer SC Sensitive Information Exposure Vulnerability,0,Trane U.S. Inc.," Independent researcher Maxim Rupp has identified an information exposure vulnerability in Trane U.S. Inc.’s Tracer SC field panel. Trane U.S. Inc. has produced an update to mitigate this vulnerability. Maxim Rupp has tested the update to validate that it resolves the vulnerability. This vulnerability could be exploited remotely."
ICSA-16-264-01,https://www.us-cert.gov/ics/advisories/ICSA-16-264-01,2016-09-20,2018-08-22,Moxa Active OPC Server Unquoted Service Path Escalation Vulnerability,1,Moxa," Independent researcher Zhou Yu has identified an unquoted service path escalation vulnerability in Moxa’s Active OPC Server application. Moxa has produced a new version to mitigate this vulnerability. Zhou Yu has tested the new version to validate that it resolves the vulnerability."
ICSA-16-271-01,https://www.us-cert.gov/ics/advisories/ICSA-16-271-01,2016-09-27,2018-08-22,Siemens SCALANCE M-800/S615 Web Vulnerability,1,Siemens," Siemens has identified a web security vulnerability in Siemen’s SCALANCE M-800 and S615 modules. This vulnerability was reported directly to Siemens by Alexander Van Maele and Tijl Deneut from HOWEST. Siemens has produced a new firmware version to mitigate this vulnerability."
ICSA-16-273-01,https://www.us-cert.gov/ics/advisories/ICSA-16-273-01-0,2016-09-29,1900-01-01,American Auto-Matrix Front-End Solutions Vulnerabilities,1,American Auto-Matrix," Independent researcher Maxim Rupp has identified a local file inclusion and a plain text storage of password vulnerabilities in American Auto-Matrix’s Building Automation Front-End Solutions application. The Aspect-Matrix hardware platform was made end of life in 2015 and will no longer receive further updates. American Auto-Matrix has produced an update that fixes these vulnerabilities in the Aspect-Nexus platform. These vulnerabilities could be exploited remotely."
ICSA-16-278-01,https://www.us-cert.gov/ics/advisories/ICSA-16-278-01,2016-10-04,1900-01-01,INDAS Web SCADA Path Traversal Vulnerability,1,INDAS," Independent researcher Ehab Hussein of IOActive has identified a path traversal vulnerability in the INDAS Web SCADA application. INDAS has produced new software to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-278-02,https://www.us-cert.gov/ics/advisories/ICSA-16-278-02,2016-10-04,2017-01-05,Beckhoff Embedded PC Images and TwinCAT Components Vulnerabilities,1,Beckhoff," Gregor Bonney from FH Aachen University of Applied Sciences has identified vulnerabilities in Beckhoff’s Embedded PC Images and TwinCAT Components. He published them and reported them to Beckhoff afterward. In 2014, Beckhoff produced a new build and security advisories with instructions to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-287-01,https://www.us-cert.gov/ics/advisories/ICSA-16-287-01,2016-10-13,1900-01-01,OSIsoft PI Web API 2015 R2 Service Account Permissions Vulnerability,1,OSIsoft," OSIsoft has identified a permissions vulnerability in its own PI Web API. OSIsoft has produced a new version to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-287-02,https://www.us-cert.gov/ics/advisories/ICSA-16-287-02,2016-10-13,1900-01-01,Siemens Automation License Manager Vulnerabilities,1,Siemens," Siemens has identified vulnerabilities in Siemen’s Automation License Manager (ALM). These vulnerabilities were reported directly to Siemens by Sergey Temnikov and Vladimir Dashchenko from Critical Infrastructure Defence Team, Kaspersky Lab. Siemens has produced a new version to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-287-03,https://www.us-cert.gov/ics/advisories/ICSA-16-287-03,2016-10-13,1900-01-01,Siemens SIMATIC STEP 7 (TIA Portal) Information Disclosure Vulnerabilities,1,Siemens," Siemens has released a new version of SIMATIC STEP 7 (TIA Portal) to mitigate information disclosure vulnerabilities. These vulnerabilities were reported directly to Siemens by Dmitry Sklyarov and Gleb Gritsai from Positive Technologies. Siemens has produced a new version to mitigate these vulnerabilities."
ICSA-16-287-04,https://www.us-cert.gov/ics/advisories/ICSA-16-287-04,2016-10-13,1900-01-01,Rockwell Automation Stratix Denial-of-Service and Memory Leak Vulnerabilities,1,Rockwell Automation," Rockwell Automation reports that several of the vulnerabilities contained in Cisco’s semi-annual Cisco IOS and IOS XE Software Security Advisory Bundled Publicationa could also affect Rockwell Automation’s Allen-Bradley Stratix industrial switches. Rockwell Automation has produced new versions to mitigate these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-287-05A,https://www.us-cert.gov/ics/advisories/ICSA-16-287-05,2016-10-13,2017-01-31,Moxa ioLogik E1200 Series Vulnerabilities (Update A),1,Moxa," This updated advisory is a follow-up to the original advisory titled ICSA-16-287-05 Moxa ioLogik E1200 Series Vulnerabilities that was published October 13, 2016, on the NCCIC/ICS-CERT web site."
ICSA-16-287-06,https://www.us-cert.gov/ics/advisories/ICSA-16-287-06,2016-10-13,2017-03-21,Fatek Automation Designer Memory Corruption Vulnerabilities,1,Fatek," Ariele Caltabiano (kimiya) working with Trend Micro’s Zero Day Initiative (ZDI) has identified a heap memory corruption and two stack buffer overflow vulnerabilities in Fatek’s Automation PM and FV Designer applications. Fatek has not produced an update to mitigate these vulnerabilities. ZDI has coordinated with NCCIC/ICS-CERT. ZDI has published the PM Designer vulnerability. These vulnerabilities could be exploited remotely."
ICSA-16-287-07A,https://www.us-cert.gov/ics/advisories/ICSA-16-287-07,2016-10-13,2017-11-07,Kabona AB WDC Vulnerabilities (Update A),1,Kabona AB," This updated advisory is a follow-up to the original advisory titled ICSA-17-287-07 Kabona AB WDC Vulnerabilities that was published October 13, 2016, on the NCCIC/ICS-CERT web site. Martin Jartelius and John Stock of Outpost 24 have identified vulnerabilities in Kabona AB’s WebDatorCentral (WDC) application. Kabona AB has produced an update to mitigate these vulnerabilities. Martin Jartelius has tested the update to validate that it resolves the vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-16-292-01,https://www.us-cert.gov/ics/advisories/ICSA-16-292-01,2016-10-18,1900-01-01,Schneider Electric PowerLogic PM8ECC Hard-coded Password Vulnerability,1,Schneider Electric," Independent researcher He Congwen has identified a hard-coded password vulnerability in Schneider Electric’s PowerLogic PM8ECC device. Schneider Electric has produced a patch to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-294-01,https://www.us-cert.gov/ics/advisories/ICSA-16-294-01,2016-10-20,1900-01-01,Moxa EDR-810 Industrial Secure Router Privilege Escalation Vulnerability,1,Moxa," Independent researcher Maxim Rupp has identified a privilege escalation vulnerability in Moxa’s EDR-810 Industrial Secure Router. Moxa has produced firmware to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-299-01,https://www.us-cert.gov/ics/advisories/ICSA-16-299-01,2016-10-25,2016-11-07,Siemens SICAM RTU Devices Denial-of-Service Vulnerability,1,Siemens," Stephan Beirer, Markus Mahrla, Toralf Gimpel, and Sebastian Krause, from GAI NetConsult GmbH, and Adam Crain of Automatak LLC have identified a denial-of-service vulnerability in Siemens SICAM products. Siemens has produced a firmware update to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-301-01,https://www.us-cert.gov/ics/advisories/ICSA-16-301-01,2016-10-27,1900-01-01,Honeywell Experion PKS Improper Input Validation Vulnerability,1,Honeywell," Honeywell reported a denial-of-service condition caused by an improper input validation vulnerability in Honeywell’s Experion Process Knowledge System (PKS) platform. Honeywell has produced patches to mitigate this vulnerability. This vulnerability could be exploited remotely."
ICSA-16-306-01,https://www.us-cert.gov/ics/advisories/ICSA-16-306-01,2016-11-01,2016-11-10,Schneider Electric ConneXium Buffer Overflow Vulnerability,1,Schneider Electric," Security researcher George Lashenko of CyberX has identified a buffer overflow vulnerability in Schneider Electric’s ConneXium firewall product. Schneider Electric is developing a firmware update to mitigate this vulnerability. This vulnerability is remotely exploitable."
